e.Experiment_ID	e.Date	e.Time	p.Plate_ID	p.Plate_No	p.Scan_ID	p.Cell_Line	w.Plate_Row	w.Plate_Col	w.Well_ID	w.Well_No	w.drug_ID	w.drug_conc	w.drug_topconc	d.Cell_ID	d.Plate_ID_raw	d.Well_Y	d.Well_X	d.MEASUREMENT_SET_ID	d.Cell_No	d.Fraction_W2	d.Fraction_W3
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	A	10	A10	145	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	B	10	B10	146	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	C	10	C10	147	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	D	10	D10	148	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	E	10	E10	149	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	F	10	F10	150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	G	10	G10	151	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	H	10	H10	152	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	I	10	I10	153	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	J	10	J10	154	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	K	10	K10	155	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	L	10	L10	156	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	M	10	M10	157	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	N	10	N10	158	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	O	10	O10	159	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	P	10	P10	160	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	A	11	A11	161	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	B	11	B11	162	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	C	11	C11	163	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	D	11	D11	164	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	E	11	E11	165	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	F	11	F11	166	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	G	11	G11	167	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	H	11	H11	168	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	I	11	I11	169	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	J	11	J11	170	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	K	11	K11	171	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	L	11	L11	172	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	M	11	M11	173	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	N	11	N11	174	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	O	11	O11	175	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	P	11	P11	176	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	A	12	A12	177	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	B	12	B12	178	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	C	12	C12	179	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	D	12	D12	180	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	E	12	E12	181	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	F	12	F12	182	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	G	12	G12	183	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	H	12	H12	184	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	I	12	I12	185	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	J	12	J12	186	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	K	12	K12	187	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	L	12	L12	188	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	M	12	M12	189	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	N	12	N12	190	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	O	12	O12	191	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	P	12	P12	192	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	A	13	A13	193	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	B	13	B13	194	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	C	13	C13	195	MG132	dose_5	10	10323_94394_94394_0	10323	3	13	20201	1045	97.511963	99.617226
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	D	13	D13	196	MG132	dose_4	10	10323_94395_94395_0	10323	4	13	20201	1384	92.5578	99.783234
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	E	13	E13	197	MG132	dose_3	10	10323_94396_94396_0	10323	5	13	20201	1959	48.03471	99.642677
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	F	13	F13	198	MG132	dose_2	10	10323_94397_94397_0	10323	6	13	20201	2818	5.429382	99.077362
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	G	13	G13	199	MG132	dose_1	10	10323_94398_94398_0	10323	7	13	20201	2911	3.160426	98.832016
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	H	13	H13	200	DMSO	ctrl	0	10323_94399_94399_0	10323	8	13	20201	2415	2.732919	99.296066
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	I	13	I13	201	Nocodazole	dose_5	10	10323_94400_94400_0	10323	9	13	20201	996	14.457831	99.698792
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	J	13	J13	202	Nocodazole	dose_4	10	10323_94401_94401_0	10323	10	13	20201	1115	18.654709	99.461884
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	K	13	K13	203	Nocodazole	dose_3	10	10323_94402_94402_0	10323	11	13	20201	1111	6.120612	99.459946
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	L	13	L13	204	Nocodazole	dose_2	10	10323_94403_94403_0	10323	12	13	20201	1666	3.661465	99.699883
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	M	13	M13	205	Nocodazole	dose_1	10	10323_94404_94404_0	10323	13	13	20201	2394	3.592314	99.12281
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	N	13	N13	206	DMSO	ctrl	0	10323_94405_94405_0	10323	14	13	20201	1519	5.398288	99.736671
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	O	13	O13	207	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	P	13	P13	208	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	A	14	A14	209	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	B	14	B14	210	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	C	14	C14	211	MG132	dose_5	10	10323_94417_94417_0	10323	3	14	20201	1007	97.914597	99.801392
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	D	14	D14	212	MG132	dose_4	10	10323_94416_94416_0	10323	4	14	20201	1413	91.79052	99.716911
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	E	14	E14	213	MG132	dose_3	10	10323_94415_94415_0	10323	5	14	20201	1869	44.729801	99.357948
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	F	14	F14	214	MG132	dose_2	10	10323_94414_94414_0	10323	6	14	20201	2618	5.118411	98.395721
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	G	14	G14	215	MG132	dose_1	10	10323_94413_94413_0	10323	7	14	20201	2725	2.275229	98.678902
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	H	14	H14	216	DMSO	ctrl	0	10323_94412_94412_0	10323	8	14	20201	2226	2.695418	99.101524
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	I	14	I14	217	Nocodazole	dose_5	10	10323_94411_94411_0	10323	9	14	20201	950	13.789474	98.736839
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	J	14	J14	218	Nocodazole	dose_4	10	10323_94410_94410_0	10323	10	14	20201	1251	16.706635	99.200638
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	K	14	K14	219	Nocodazole	dose_3	10	10323_94409_94409_0	10323	11	14	20201	1215	7.983539	99.012344
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	L	14	L14	220	Nocodazole	dose_2	10	10323_94408_94408_0	10323	12	14	20201	1893	3.275224	99.524567
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	M	14	M14	221	Nocodazole	dose_1	10	10323_94407_94407_0	10323	13	14	20201	2247	4.806408	99.599464
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	N	14	N14	222	DMSO	ctrl	0	10323_94406_94406_0	10323	14	14	20201	1484	4.380054	99.393532
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	O	14	O14	223	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	P	14	P14	224	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	A	15	A15	225	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	B	15	B15	226	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	C	15	C15	227	Camptothecin	dose_5	10	10323_94418_94418_0	10323	3	15	20201	949	5.16333	100
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	D	15	D15	228	Camptothecin	dose_4	10	10323_94419_94419_0	10323	4	15	20201	1782	9.539843	99.83165
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	E	15	E15	229	Camptothecin	dose_3	10	10323_94420_94420_0	10323	5	15	20201	2192	45.392334	99.452553
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	F	15	F15	230	Camptothecin	dose_2	10	10323_94421_94421_0	10323	6	15	20201	2347	14.188326	98.21048
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	G	15	G15	231	Camptothecin	dose_1	10	10323_94422_94422_0	10323	7	15	20201	2671	3.781355	97.491577
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	H	15	H15	232	DMSO	ctrl	0	10323_94423_94423_0	10323	8	15	20201	2353	2.124947	99.532509
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	I	15	I15	233	Brefeldin A	dose_5	10	10323_94424_94424_0	10323	9	15	20201	118	7.627119	98.305084
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	J	15	J15	234	Brefeldin A	dose_4	10	10323_94425_94425_0	10323	10	15	20201	85	2.352941	75.294121
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	K	15	K15	235	Brefeldin A	dose_3	10	10323_94426_94426_0	10323	11	15	20201	521	3.454895	99.80806
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	L	15	L15	236	Brefeldin A	dose_2	10	10323_94427_94427_0	10323	12	15	20201	387	5.684754	99.7416
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	M	15	M15	237	Brefeldin A	dose_1	10	10323_94428_94428_0	10323	13	15	20201	2560	4.492188	99.648438
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	N	15	N15	238	DMSO	ctrl	0	10323_94429_94429_0	10323	14	15	20201	1872	4.326923	99.786324
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	O	15	O15	239	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	P	15	P15	240	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	A	16	A16	241	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	B	16	B16	242	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	C	16	C16	243	Camptothecin	dose_5	10	10323_94441_94441_0	10323	3	16	20201	783	3.57599	99.872284
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	D	16	D16	244	Camptothecin	dose_4	10	10323_94440_94440_0	10323	4	16	20201	1599	7.56723	99.624763
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	E	16	E16	245	Camptothecin	dose_3	10	10323_94439_94439_0	10323	5	16	20201	2085	41.966427	99.856117
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	F	16	F16	246	Camptothecin	dose_2	10	10323_94438_94438_0	10323	6	16	20201	2659	5.791651	98.119591
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	G	16	G16	247	Camptothecin	dose_1	10	10323_94437_94437_0	10323	7	16	20201	2603	3.419132	96.811371
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	H	16	H16	248	DMSO	ctrl	0	10323_94436_94436_0	10323	8	16	20201	2434	2.670501	98.890717
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	I	16	I16	249	Brefeldin A	dose_5	10	10323_94435_94435_0	10323	9	16	20201	1	0	100
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	J	16	J16	250	Brefeldin A	dose_4	10	10323_94434_94434_0	10323	10	16	20201	21	4.761905	90.476189
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	K	16	K16	251	Brefeldin A	dose_3	10	10323_94433_94433_0	10323	11	16	20201	71	8.450705	100
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	L	16	L16	252	Brefeldin A	dose_2	10	10323_94432_94432_0	10323	12	16	20201	214	7.943925	99.532707
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	M	16	M16	253	Brefeldin A	dose_1	10	10323_94431_94431_0	10323	13	16	20201	2369	3.503588	99.535667
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	N	16	N16	254	DMSO	ctrl	0	10323_94430_94430_0	10323	14	16	20201	2398	3.127606	99.874893
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	O	16	O16	255	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	P	16	P16	256	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	A	17	A17	257	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	B	17	B17	258	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	C	17	C17	259	Bafilomycin A1	dose_5	1	10323_94442_94442_0	10323	3	17	20201	1550	11.483871	100
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	D	17	D17	260	Bafilomycin A1	dose_4	1	10323_94443_94443_0	10323	4	17	20201	1647	10.868245	99.939285
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	E	17	E17	261	Bafilomycin A1	dose_3	1	10323_94444_94444_0	10323	5	17	20201	1814	15.490628	100
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	F	17	F17	262	Bafilomycin A1	dose_2	1	10323_94445_94445_0	10323	6	17	20201	1979	11.015664	99.898941
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	G	17	G17	263	Bafilomycin A1	dose_1	1	10323_94446_94446_0	10323	7	17	20201	2700	2.074074	99.40741
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	H	17	H17	264	DMSO	ctrl	0	10323_94447_94447_0	10323	8	17	20201	2588	1.313756	98.724884
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	I	17	I17	265	Pyridostatin	dose_5	10	10323_94448_94448_0	10323	9	17	20201	2689	5.355151	97.471176
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	J	17	J17	266	Pyridostatin	dose_4	10	10323_94449_94449_0	10323	10	17	20201	2549	2.824637	97.646133
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	K	17	K17	267	Pyridostatin	dose_3	10	10323_94450_94450_0	10323	11	17	20201	2259	3.187251	99.734398
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	L	17	L17	268	Pyridostatin	dose_2	10	10323_94451_94451_0	10323	12	17	20201	2195	0.820046	98.815491
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	M	17	M17	269	Pyridostatin	dose_1	10	10323_94452_94452_0	10323	13	17	20201	2727	0.953429	98.899887
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	N	17	N17	270	DMSO	ctrl	0	10323_94453_94453_0	10323	14	17	20201	2312	0.821799	98.442909
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	O	17	O17	271	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	P	17	P17	272	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	A	18	A18	273	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	B	18	B18	274	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	C	18	C18	275	Bafilomycin A1	dose_5	1	10323_94465_94465_0	10323	3	18	20201	1364	11.143695	99.926689
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	D	18	D18	276	Bafilomycin A1	dose_4	1	10323_94464_94464_0	10323	4	18	20201	1299	8.852963	99.923019
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	E	18	E18	277	Bafilomycin A1	dose_3	1	10323_94463_94463_0	10323	5	18	20201	1600	14.8125	100
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	F	18	F18	278	Bafilomycin A1	dose_2	1	10323_94462_94462_0	10323	6	18	20201	2507	8.934982	99.840446
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	G	18	G18	279	Bafilomycin A1	dose_1	1	10323_94461_94461_0	10323	7	18	20201	2756	1.560232	98.947754
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	H	18	H18	280	DMSO	ctrl	0	10323_94460_94460_0	10323	8	18	20201	2337	1.369277	99.10141
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	I	18	I18	281	Pyridostatin	dose_5	10	10323_94459_94459_0	10323	9	18	20201	2496	3.926282	98.157051
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	J	18	J18	282	Pyridostatin	dose_4	10	10323_94458_94458_0	10323	10	18	20201	2696	2.633531	95.771515
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	K	18	K18	283	Pyridostatin	dose_3	10	10323_94457_94457_0	10323	11	18	20201	2164	2.634011	99.399261
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	L	18	L18	284	Pyridostatin	dose_2	10	10323_94456_94456_0	10323	12	18	20201	1847	0.974553	97.99675
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	M	18	M18	285	Pyridostatin	dose_1	10	10323_94455_94455_0	10323	13	18	20201	2379	0.546448	98.23455
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	N	18	N18	286	DMSO	ctrl	0	10323_94454_94454_0	10323	14	18	20201	2338	1.026518	98.545769
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	O	18	O18	287	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	P	18	P18	288	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	A	19	A19	289	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	B	19	B19	290	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	C	19	C19	291	Thapsigargin	dose_5	10	10323_94466_94466_0	10323	3	19	20201	325	10.769231	100
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	D	19	D19	292	Thapsigargin	dose_4	10	10323_94467_94467_0	10323	4	19	20201	532	13.345864	99.812027
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	E	19	E19	293	Thapsigargin	dose_3	10	10323_94468_94468_0	10323	5	19	20201	982	13.849287	99.89817
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	F	19	F19	294	Thapsigargin	dose_2	10	10323_94469_94469_0	10323	6	19	20201	1392	5.028736	100
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	G	19	G19	295	Thapsigargin	dose_1	10	10323_94470_94470_0	10323	7	19	20201	3001	2.0993	98.333885
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	H	19	H19	296	DMSO	ctrl	0	10323_94471_94471_0	10323	8	19	20201	2700	2.037037	98.740738
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	I	19	I19	297	Mafosfamide	dose_5	20	10323_94472_94472_0	10323	9	19	20201	2629	3.993914	96.995056
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	J	19	J19	298	Mafosfamide	dose_4	20	10323_94473_94473_0	10323	10	19	20201	2439	4.428044	99.056992
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	K	19	K19	299	Mafosfamide	dose_3	20	10323_94474_94474_0	10323	11	19	20201	2371	2.235344	98.903419
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	L	19	L19	300	Mafosfamide	dose_2	20	10323_94475_94475_0	10323	12	19	20201	1955	2.608696	98.772377
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	M	19	M19	301	Mafosfamide	dose_1	20	10323_94476_94476_0	10323	13	19	20201	2265	1.898455	98.322296
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	N	19	N19	302	DMSO	ctrl	0	10323_94477_94477_0	10323	14	19	20201	2011	0.646445	98.607658
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	O	19	O19	303	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	P	19	P19	304	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	A	20	A20	305	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_05	5	10323	HT-29	B	20	B20	306	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
