Experiment_ID	Plate_ID.x	Plate_No	Plate_Row	Plate_Col	Well_ID	Well_No	Date	Time	Scan_ID	Cell_Line	drug_ID	drug_conc	drug_conc_top	Cell_ID	Plate_ID.y	Well_Y	Well_X	MEASUREMENT_SET_ID	Cell_No	Fraction_W2	Fraction_W3
20200908_AL	20200908_AL_05	5	L	16	L16	252	20200908	1 day	10323	HT-29	Brefeldin A	dose_2	10	10323_94432_94432_0	10323	12	16	20201	214	7.943925	99.532707
20200908_AL	20200908_AL_05	5	M	16	M16	253	20200908	1 day	10323	HT-29	Brefeldin A	dose_1	10	10323_94431_94431_0	10323	13	16	20201	2369	3.503588	99.535667
20200908_AL	20200908_AL_05	5	N	16	N16	254	20200908	1 day	10323	HT-29	DMSO	ctrl	0	10323_94430_94430_0	10323	14	16	20201	2398	3.127606	99.874893
20200908_AL	20200908_AL_05	5	O	16	O16	255	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	P	16	P16	256	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	A	17	A17	257	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	B	17	B17	258	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	C	17	C17	259	20200908	1 day	10323	HT-29	Bafilomycin A1	dose_5	1	10323_94442_94442_0	10323	3	17	20201	1550	11.483871	100
20200908_AL	20200908_AL_05	5	D	17	D17	260	20200908	1 day	10323	HT-29	Bafilomycin A1	dose_4	1	10323_94443_94443_0	10323	4	17	20201	1647	10.868245	99.9392849999999
20200908_AL	20200908_AL_05	5	E	17	E17	261	20200908	1 day	10323	HT-29	Bafilomycin A1	dose_3	1	10323_94444_94444_0	10323	5	17	20201	1814	15.4906279999999	100
20200908_AL	20200908_AL_05	5	F	17	F17	262	20200908	1 day	10323	HT-29	Bafilomycin A1	dose_2	1	10323_94445_94445_0	10323	6	17	20201	1979	11.0156639999999	99.8989409999999
20200908_AL	20200908_AL_05	5	G	17	G17	263	20200908	1 day	10323	HT-29	Bafilomycin A1	dose_1	1	10323_94446_94446_0	10323	7	17	20201	2700	2.074074	99.4074099999999
20200908_AL	20200908_AL_05	5	H	17	H17	264	20200908	1 day	10323	HT-29	DMSO	ctrl	0	10323_94447_94447_0	10323	8	17	20201	2588	1.31375599999999	98.724884
20200908_AL	20200908_AL_05	5	I	17	I17	265	20200908	1 day	10323	HT-29	Pyridostatin	dose_5	10	10323_94448_94448_0	10323	9	17	20201	2689	5.355151	97.471176
20200908_AL	20200908_AL_05	5	J	17	J17	266	20200908	1 day	10323	HT-29	Pyridostatin	dose_4	10	10323_94449_94449_0	10323	10	17	20201	2549	2.824637	97.646133
20200908_AL	20200908_AL_05	5	K	17	K17	267	20200908	1 day	10323	HT-29	Pyridostatin	dose_3	10	10323_94450_94450_0	10323	11	17	20201	2259	3.18725099999999	99.7343979999999
20200908_AL	20200908_AL_05	5	L	17	L17	268	20200908	1 day	10323	HT-29	Pyridostatin	dose_2	10	10323_94451_94451_0	10323	12	17	20201	2195	0.820046	98.8154909999999
20200908_AL	20200908_AL_05	5	M	17	M17	269	20200908	1 day	10323	HT-29	Pyridostatin	dose_1	10	10323_94452_94452_0	10323	13	17	20201	2727	0.953428999999999	98.899887
20200908_AL	20200908_AL_05	5	N	17	N17	270	20200908	1 day	10323	HT-29	DMSO	ctrl	0	10323_94453_94453_0	10323	14	17	20201	2312	0.821798999999999	98.442909
20200908_AL	20200908_AL_05	5	O	17	O17	271	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	P	17	P17	272	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	A	18	A18	273	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	B	18	B18	274	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	C	18	C18	275	20200908	1 day	10323	HT-29	Bafilomycin A1	dose_5	1	10323_94465_94465_0	10323	3	18	20201	1364	11.1436949999999	99.9266889999999
20200908_AL	20200908_AL_05	5	D	18	D18	276	20200908	1 day	10323	HT-29	Bafilomycin A1	dose_4	1	10323_94464_94464_0	10323	4	18	20201	1299	8.852963	99.9230189999999
20200908_AL	20200908_AL_05	5	E	18	E18	277	20200908	1 day	10323	HT-29	Bafilomycin A1	dose_3	1	10323_94463_94463_0	10323	5	18	20201	1600	14.8125	100
20200908_AL	20200908_AL_05	5	F	18	F18	278	20200908	1 day	10323	HT-29	Bafilomycin A1	dose_2	1	10323_94462_94462_0	10323	6	18	20201	2507	8.93498199999999	99.840446
20200908_AL	20200908_AL_05	5	G	18	G18	279	20200908	1 day	10323	HT-29	Bafilomycin A1	dose_1	1	10323_94461_94461_0	10323	7	18	20201	2756	1.560232	98.947754
20200908_AL	20200908_AL_05	5	H	18	H18	280	20200908	1 day	10323	HT-29	DMSO	ctrl	0	10323_94460_94460_0	10323	8	18	20201	2337	1.369277	99.10141
20200908_AL	20200908_AL_05	5	I	18	I18	281	20200908	1 day	10323	HT-29	Pyridostatin	dose_5	10	10323_94459_94459_0	10323	9	18	20201	2496	3.926282	98.1570509999999
20200908_AL	20200908_AL_05	5	J	18	J18	282	20200908	1 day	10323	HT-29	Pyridostatin	dose_4	10	10323_94458_94458_0	10323	10	18	20201	2696	2.633531	95.7715149999999
20200908_AL	20200908_AL_05	5	K	18	K18	283	20200908	1 day	10323	HT-29	Pyridostatin	dose_3	10	10323_94457_94457_0	10323	11	18	20201	2164	2.634011	99.3992609999999
20200908_AL	20200908_AL_05	5	L	18	L18	284	20200908	1 day	10323	HT-29	Pyridostatin	dose_2	10	10323_94456_94456_0	10323	12	18	20201	1847	0.974553	97.99675
20200908_AL	20200908_AL_05	5	M	18	M18	285	20200908	1 day	10323	HT-29	Pyridostatin	dose_1	10	10323_94455_94455_0	10323	13	18	20201	2379	0.546448	98.2345499999999
20200908_AL	20200908_AL_05	5	N	18	N18	286	20200908	1 day	10323	HT-29	DMSO	ctrl	0	10323_94454_94454_0	10323	14	18	20201	2338	1.026518	98.545769
20200908_AL	20200908_AL_05	5	O	18	O18	287	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	P	18	P18	288	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	A	19	A19	289	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	B	19	B19	290	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	C	19	C19	291	20200908	1 day	10323	HT-29	Thapsigargin	dose_5	10	10323_94466_94466_0	10323	3	19	20201	325	10.769231	100
20200908_AL	20200908_AL_05	5	D	19	D19	292	20200908	1 day	10323	HT-29	Thapsigargin	dose_4	10	10323_94467_94467_0	10323	4	19	20201	532	13.345864	99.812027
20200908_AL	20200908_AL_05	5	E	19	E19	293	20200908	1 day	10323	HT-29	Thapsigargin	dose_3	10	10323_94468_94468_0	10323	5	19	20201	982	13.849287	99.8981699999999
20200908_AL	20200908_AL_05	5	F	19	F19	294	20200908	1 day	10323	HT-29	Thapsigargin	dose_2	10	10323_94469_94469_0	10323	6	19	20201	1392	5.028736	100
20200908_AL	20200908_AL_05	5	G	19	G19	295	20200908	1 day	10323	HT-29	Thapsigargin	dose_1	10	10323_94470_94470_0	10323	7	19	20201	3001	2.09929999999999	98.3338849999999
20200908_AL	20200908_AL_05	5	H	19	H19	296	20200908	1 day	10323	HT-29	DMSO	ctrl	0	10323_94471_94471_0	10323	8	19	20201	2700	2.037037	98.7407379999999
20200908_AL	20200908_AL_05	5	I	19	I19	297	20200908	1 day	10323	HT-29	Mafosfamide	dose_5	20	10323_94472_94472_0	10323	9	19	20201	2629	3.993914	96.995056
20200908_AL	20200908_AL_05	5	J	19	J19	298	20200908	1 day	10323	HT-29	Mafosfamide	dose_4	20	10323_94473_94473_0	10323	10	19	20201	2439	4.42804399999999	99.0569919999999
20200908_AL	20200908_AL_05	5	K	19	K19	299	20200908	1 day	10323	HT-29	Mafosfamide	dose_3	20	10323_94474_94474_0	10323	11	19	20201	2371	2.235344	98.903419
20200908_AL	20200908_AL_05	5	L	19	L19	300	20200908	1 day	10323	HT-29	Mafosfamide	dose_2	20	10323_94475_94475_0	10323	12	19	20201	1955	2.608696	98.772377
20200908_AL	20200908_AL_05	5	M	19	M19	301	20200908	1 day	10323	HT-29	Mafosfamide	dose_1	20	10323_94476_94476_0	10323	13	19	20201	2265	1.898455	98.3222959999999
20200908_AL	20200908_AL_05	5	N	19	N19	302	20200908	1 day	10323	HT-29	DMSO	ctrl	0	10323_94477_94477_0	10323	14	19	20201	2011	0.646445	98.607658
20200908_AL	20200908_AL_05	5	O	19	O19	303	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	P	19	P19	304	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	A	20	A20	305	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	B	20	B20	306	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	C	20	C20	307	20200908	1 day	10323	HT-29	Thapsigargin	dose_5	10	10323_94489_94489_0	10323	3	20	20201	165	7.878788	100
20200908_AL	20200908_AL_05	5	D	20	D20	308	20200908	1 day	10323	HT-29	Thapsigargin	dose_4	10	10323_94488_94488_0	10323	4	20	20201	396	5.555555	99.7474749999999
20200908_AL	20200908_AL_05	5	E	20	E20	309	20200908	1 day	10323	HT-29	Thapsigargin	dose_3	10	10323_94487_94487_0	10323	5	20	20201	580	9.137931	99.482758
20200908_AL	20200908_AL_05	5	F	20	F20	310	20200908	1 day	10323	HT-29	Thapsigargin	dose_2	10	10323_94486_94486_0	10323	6	20	20201	1180	4.491526	99.915253
20200908_AL	20200908_AL_05	5	G	20	G20	311	20200908	1 day	10323	HT-29	Thapsigargin	dose_1	10	10323_94485_94485_0	10323	7	20	20201	2259	1.992032	99.026115
20200908_AL	20200908_AL_05	5	H	20	H20	312	20200908	1 day	10323	HT-29	DMSO	ctrl	0	10323_94484_94484_0	10323	8	20	20201	2254	1.020408	98.3584749999999
20200908_AL	20200908_AL_05	5	I	20	I20	313	20200908	1 day	10323	HT-29	Mafosfamide	dose_5	20	10323_94483_94483_0	10323	9	20	20201	2006	2.89132599999999	98.404785
20200908_AL	20200908_AL_05	5	J	20	J20	314	20200908	1 day	10323	HT-29	Mafosfamide	dose_4	20	10323_94482_94482_0	10323	10	20	20201	2298	2.82854699999999	98.389908
20200908_AL	20200908_AL_05	5	K	20	K20	315	20200908	1 day	10323	HT-29	Mafosfamide	dose_3	20	10323_94481_94481_0	10323	11	20	20201	2607	18.910625	99.11776
20200908_AL	20200908_AL_05	5	L	20	L20	316	20200908	1 day	10323	HT-29	Mafosfamide	dose_2	20	10323_94480_94480_0	10323	12	20	20201	2650	1.056604	98.79245
20200908_AL	20200908_AL_05	5	M	20	M20	317	20200908	1 day	10323	HT-29	Mafosfamide	dose_1	20	10323_94479_94479_0	10323	13	20	20201	2364	1.480541	98.7309649999999
20200908_AL	20200908_AL_05	5	N	20	N20	318	20200908	1 day	10323	HT-29	DMSO	ctrl	0	10323_94478_94478_0	10323	14	20	20201	1392	1.79597699999999	99.20977
20200908_AL	20200908_AL_05	5	O	20	O20	319	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	P	20	P20	320	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	A	21	A21	321	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	B	21	B21	322	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	C	21	C21	323	20200908	1 day	10323	HT-29	Tunicamycin	dose_5	25	10323_94490_94490_0	10323	3	21	20201	313	34.82428	99.6805109999999
20200908_AL	20200908_AL_05	5	D	21	D21	324	20200908	1 day	10323	HT-29	Tunicamycin	dose_4	25	10323_94491_94491_0	10323	4	21	20201	245	24.4897959999999	100
20200908_AL	20200908_AL_05	5	E	21	E21	325	20200908	1 day	10323	HT-29	Tunicamycin	dose_3	25	10323_94492_94492_0	10323	5	21	20201	1113	8.08625299999999	99.1015239999999
20200908_AL	20200908_AL_05	5	F	21	F21	326	20200908	1 day	10323	HT-29	Tunicamycin	dose_2	25	10323_94493_94493_0	10323	6	21	20201	2090	2.05741599999999	99.090912
20200908_AL	20200908_AL_05	5	G	21	G21	327	20200908	1 day	10323	HT-29	Tunicamycin	dose_1	25	10323_94494_94494_0	10323	7	21	20201	2517	0.993245999999999	98.569725
20200908_AL	20200908_AL_05	5	H	21	H21	328	20200908	1 day	10323	HT-29	DMSO	ctrl	0	10323_94495_94495_0	10323	8	21	20201	2210	2.895928	99.140274
20200908_AL	20200908_AL_05	5	I	21	I21	329	20200908	1 day	10323	HT-29	Chloroquine	dose_5	100	10323_94496_94496_0	10323	9	21	20201	1667	31.673666	99.8200379999999
20200908_AL	20200908_AL_05	5	J	21	J21	330	20200908	1 day	10323	HT-29	Chloroquine	dose_4	100	10323_94497_94497_0	10323	10	21	20201	2100	44.0476189999999	99.7142869999999
20200908_AL	20200908_AL_05	5	K	21	K21	331	20200908	1 day	10323	HT-29	Chloroquine	dose_3	100	10323_94498_94498_0	10323	11	21	20201	2310	18.225109	99.740257
20200908_AL	20200908_AL_05	5	L	21	L21	332	20200908	1 day	10323	HT-29	Chloroquine	dose_2	100	10323_94499_94499_0	10323	12	21	20201	2223	2.249213	98.9203799999999
20200908_AL	20200908_AL_05	5	M	21	M21	333	20200908	1 day	10323	HT-29	Chloroquine	dose_1	100	10323_94500_94500_0	10323	13	21	20201	1822	2.305159	99.451149
20200908_AL	20200908_AL_05	5	N	21	N21	334	20200908	1 day	10323	HT-29	Staurosporin	kill	100	10323_94501_94501_0	10323	14	21	20201	1165	1.716738	99.4849779999999
20200908_AL	20200908_AL_05	5	O	21	O21	335	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	P	21	P21	336	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	A	22	A22	337	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	B	22	B22	338	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	C	22	C22	339	20200908	1 day	10323	HT-29	Tunicamycin	dose_5	25	10323_94513_94513_0	10323	3	22	20201	681	35.682819	99.559471
20200908_AL	20200908_AL_05	5	D	22	D22	340	20200908	1 day	10323	HT-29	Tunicamycin	dose_4	25	10323_94512_94512_0	10323	4	22	20201	362	29.281769	99.7237549999999
20200908_AL	20200908_AL_05	5	E	22	E22	341	20200908	1 day	10323	HT-29	Tunicamycin	dose_3	25	10323_94511_94511_0	10323	5	22	20201	1317	9.49126799999999	99.6203459999999
20200908_AL	20200908_AL_05	5	F	22	F22	342	20200908	1 day	10323	HT-29	Tunicamycin	dose_2	25	10323_94510_94510_0	10323	6	22	20201	2131	4.17644299999999	98.920692
20200908_AL	20200908_AL_05	5	G	22	G22	343	20200908	1 day	10323	HT-29	Tunicamycin	dose_1	25	10323_94509_94509_0	10323	7	22	20201	2218	1.623084	98.9630279999999
20200908_AL	20200908_AL_05	5	H	22	H22	344	20200908	1 day	10323	HT-29	DMSO	ctrl	0	10323_94508_94508_0	10323	8	22	20201	2390	2.00836799999999	99.4560699999999
20200908_AL	20200908_AL_05	5	I	22	I22	345	20200908	1 day	10323	HT-29	Chloroquine	dose_5	100	10323_94507_94507_0	10323	9	22	20201	1714	42.473747	99.8833159999999
20200908_AL	20200908_AL_05	5	J	22	J22	346	20200908	1 day	10323	HT-29	Chloroquine	dose_4	100	10323_94506_94506_0	10323	10	22	20201	2465	45.436104	99.878296
20200908_AL	20200908_AL_05	5	K	22	K22	347	20200908	1 day	10323	HT-29	Chloroquine	dose_3	100	10323_94505_94505_0	10323	11	22	20201	2583	18.0797519999999	99.7677149999999
20200908_AL	20200908_AL_05	5	L	22	L22	348	20200908	1 day	10323	HT-29	Chloroquine	dose_2	100	10323_94504_94504_0	10323	12	22	20201	1857	4.63112499999999	99.461494
20200908_AL	20200908_AL_05	5	M	22	M22	349	20200908	1 day	10323	HT-29	Chloroquine	dose_1	100	10323_94503_94503_0	10323	13	22	20201	2087	2.204121	99.5208439999999
20200908_AL	20200908_AL_05	5	N	22	N22	350	20200908	1 day	10323	HT-29	Staurosporin	kill	100	10323_94502_94502_0	10323	14	22	20201	2000	1.8	98.800003
20200908_AL	20200908_AL_05	5	O	22	O22	351	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	P	22	P22	352	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	A	23	A23	353	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	B	23	B23	354	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	C	23	C23	355	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	D	23	D23	356	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	E	23	E23	357	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	F	23	F23	358	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	G	23	G23	359	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	H	23	H23	360	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	I	23	I23	361	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	J	23	J23	362	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	K	23	K23	363	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	L	23	L23	364	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	M	23	M23	365	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	N	23	N23	366	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	O	23	O23	367	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	P	23	P23	368	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	A	24	A24	369	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	B	24	B24	370	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	C	24	C24	371	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	D	24	D24	372	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	E	24	E24	373	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	F	24	F24	374	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	G	24	G24	375	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	H	24	H24	376	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	I	24	I24	377	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	J	24	J24	378	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	K	24	K24	379	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	L	24	L24	380	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	M	24	M24	381	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	N	24	N24	382	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	O	24	O24	383	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_05	5	P	24	P24	384	20200908	1 day	10323	HT-29	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	A	1	A01	1	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	B	1	B01	2	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	C	1	C01	3	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	D	1	D01	4	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	E	1	E01	5	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	F	1	F01	6	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	G	1	G01	7	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	H	1	H01	8	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	I	1	I01	9	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	J	1	J01	10	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	K	1	K01	11	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	L	1	L01	12	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	M	1	M01	13	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	N	1	N01	14	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	O	1	O01	15	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	P	1	P01	16	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	A	2	A02	17	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	B	2	B02	18	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	C	2	C02	19	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	D	2	D02	20	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	E	2	E02	21	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	F	2	F02	22	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	G	2	G02	23	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	H	2	H02	24	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	I	2	I02	25	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	J	2	J02	26	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_06	6	K	2	K02	27	20200908	1 day	10325	KYSE-150	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
